sequenceID,min.log.lambda,max.log.lambda
520_chr11,1.830296711,inf
520_chr17,0.84986348,inf
520_chr2,2.1682632,inf
520_chr3,1.711231579,inf
520_chr4,2.449787151,inf
521_chr1,0.289663132,inf
521_chr11,-1.674570127,inf
521_chr17,-1.901485253,inf
521_chr2,-2.333393916,inf
521_chr3,-1.966045802,inf
521_chr4,-1.837668306,inf
522_chr1,-100,0.365590882
522_chr11,-100,1.66633348
522_chr17,-100,1.847407727
522_chr2,-2.95174188,inf
522_chr3,-100,1.968460976
522_chr4,-100,0.698845163
523_chr1,-0.720495306,inf
523_chr11,-2.610195427,inf
523_chr17,-1.101299262,inf
523_chr2,-1.161029071,inf
523_chr3,-2.808129022,inf
523_chr4,-1.995978155,inf
524_chr1,0.913045569,inf
524_chr11,0.405318557,inf
524_chr17,1.006671059,inf
524_chr2,0.593833927,inf
524_chr3,0.06065752,inf
524_chr4,1.064048417,inf
525_chr1,-0.873030739,inf
525_chr11,-3.246345957,inf
525_chr17,-2.995041624,inf
525_chr2,-4.275654781,inf
525_chr3,-3.408797071,inf
525_chr4,-2.394857131,inf
526_chr1,-1.298030777,inf
526_chr11,-2.635318844,inf
526_chr17,-1.281050565,inf
526_chr2,-2.104698657,inf
526_chr3,-3.275880251,inf
526_chr4,-3.941602756,inf
527_chr1,-1.04007443,inf
527_chr11,-3.260891003,inf
527_chr17,-1.498345705,inf
527_chr2,-3.438191562,inf
527_chr3,-3.430418767,inf
527_chr4,-2.784793542,inf
528_chr1,-0.580909556,inf
528_chr11,-2.610408116,inf
528_chr17,-2.305036417,inf
528_chr2,-1.872831164,inf
528_chr3,-2.110119625,inf
528_chr4,-1.129231605,inf
529_chr1,-0.639220949,inf
529_chr11,-2.132107545,inf
529_chr17,-1.648619,inf
529_chr2,-0.805969261,inf
529_chr3,-2.519791957,inf
529_chr4,-2.458326612,inf
53_chr1,-0.695405695,inf
53_chr11,-3.237026924,inf
53_chr17,-0.851716796,inf
53_chr2,-3.417397745,inf
53_chr3,-3.352699544,inf
53_chr4,-3.189952246,inf
530_chr1,-1.880693772,inf
530_chr11,-3.497202015,inf
530_chr17,-3.167456682,inf
530_chr2,-4.44858046,inf
530_chr3,-3.573429225,inf
530_chr4,-3.228897814,inf
531_chr1,-2.369733537,inf
531_chr11,-2.578838335,inf
531_chr17,-3.358379337,inf
531_chr2,-3.467587574,inf
531_chr3,-3.373103386,inf
531_chr4,-3.40046892,inf
532_chr1,-0.794755069,inf
532_chr11,-1.423095393,inf
532_chr17,-2.338697471,inf
532_chr2,-4.030411855,inf
532_chr3,-3.044269237,inf
532_chr4,-2.126269824,inf
533_chr1,-0.355680324,inf
533_chr11,-1.533900668,inf
533_chr17,-0.954787306,inf
533_chr2,-2.533294599,inf
533_chr3,-2.779198988,inf
533_chr4,-1.414664226,inf
534_chr1,-1.937414585,inf
534_chr11,-3.042202519,inf
534_chr17,-2.908186839,inf
534_chr2,-3.223310858,inf
534_chr3,-2.964836534,inf
534_chr4,-2.800689199,inf
535_chr1,-1.319181927,inf
535_chr11,-2.350876438,inf
535_chr17,-3.007152654,inf
535_chr2,-2.806939259,inf
535_chr3,-3.288556032,inf
535_chr4,-2.713727056,inf
536_chr1,-0.858824367,inf
536_chr11,-1.28943803,inf
536_chr17,-2.997982848,inf
536_chr2,-2.749635459,inf
536_chr3,-2.949655518,inf
536_chr4,-2.131095422,inf
537_chr1,-100,1.913633644
537_chr11,-0.412011563,inf
537_chr17,-0.27523251,inf
537_chr2,-1.184206647,inf
537_chr3,-1.34066239,inf
537_chr4,-0.04022063,inf
538_chr1,-1.178528612,inf
538_chr11,-2.29766337,inf
538_chr17,-2.982985947,inf
538_chr2,-2.409886991,inf
538_chr3,-2.816824041,inf
538_chr4,-2.628459205,inf
539_chr1,0.343842016,inf
539_chr11,-0.069270826,inf
539_chr17,-0.234693277,inf
539_chr2,-0.910002556,inf
539_chr3,0.92965277,inf
539_chr4,-0.088812211,inf
54_chr1,0.434395389,inf
54_chr11,-2.312018114,inf
54_chr17,-0.666698974,inf
54_chr2,-2.508708976,inf
54_chr3,-2.846593375,inf
54_chr4,-100,0.087015623
540_chr1,0.691851949,inf
540_chr11,1.648936225,inf
540_chr17,0.523654056,inf
540_chr2,0.9794787,inf
540_chr3,0.695513769,inf
540_chr4,-0.093486573,inf
541_chr1,1.014721427,inf
541_chr11,-0.061921467,inf
541_chr17,1.342988173,inf
541_chr2,0.757935657,inf
541_chr3,-0.261503151,inf
541_chr4,0.014523197,inf
542_chr1,0.691851949,inf
542_chr11,1.648936225,inf
542_chr17,0.523654056,inf
542_chr2,0.9794787,inf
542_chr3,0.695513769,inf
542_chr4,-0.093486573,inf
543_chr1,0.761403323,inf
543_chr11,0.805282624,inf
543_chr17,0.74587288,inf
543_chr2,1.031928285,inf
543_chr3,-0.39794719,inf
543_chr4,0.11657639,inf
544_chr1,0.432262393,inf
544_chr11,-3.342402394,inf
544_chr17,-100,0.966413228
544_chr2,-100,0.90313109
544_chr3,-3.877819872,inf
544_chr4,-2.895457846,inf
545_chr1,-1.647825062,inf
545_chr11,-100,1.457186336
545_chr17,-100,1.625029664
545_chr2,-4.034580573,inf
545_chr3,-3.498037164,inf
545_chr4,-1.803903661,inf
546_chr1,-100,5.99560704
546_chr11,2.057436432,inf
546_chr17,-100,4.408959891
546_chr2,-100,5.349570838
546_chr3,1.180878908,inf
546_chr4,3.11417936,inf
547_chr1,-100,5.305553436
547_chr11,0.602858067,inf
547_chr17,-100,4.785623697
547_chr2,-100,5.678394254
547_chr3,-0.161810928,inf
547_chr4,1.966490391,inf
548_chr1,0.691851949,inf
548_chr11,1.648936225,inf
548_chr17,0.523654056,inf
548_chr2,0.9794787,inf
548_chr3,0.695513769,inf
548_chr4,-0.093486573,inf
55_chr1,-1.707013298,inf
55_chr11,-3.190560479,inf
55_chr17,-2.188917169,inf
55_chr2,-2.932808562,inf
55_chr3,-3.735004073,inf
55_chr4,-1.282264656,inf
550_chr1,2.401448873,inf
550_chr11,1.058588448,inf
550_chr17,1.637305533,inf
550_chr2,0.897440901,inf
550_chr3,0.349196519,inf
550_chr4,1.772299938,inf
551_chr1,-0.237091312,inf
551_chr11,-2.105177982,inf
551_chr17,0.141233312,inf
551_chr2,-1.214792522,inf
551_chr3,-2.125926178,inf
551_chr4,-1.912643072,inf
552_chr1,0.789431441,inf
552_chr11,0.068530521,inf
552_chr17,0.913185079,inf
552_chr2,0.345073215,inf
552_chr3,0.882683848,inf
552_chr4,0.428737411,inf
553_chr1,0.776102674,inf
553_chr11,0.732931687,inf
553_chr17,0.469061912,inf
553_chr2,1.317980742,inf
553_chr3,0.51775198,inf
553_chr4,0.136085038,inf
554_chr1,-0.567800687,inf
554_chr11,-2.853426238,inf
554_chr17,-1.281869823,inf
554_chr2,-2.960235357,inf
554_chr3,-2.749104357,inf
554_chr4,-3.69123704,inf
555_chr1,-100,3.514246794
555_chr11,-0.240009767,inf
555_chr17,1.272837764,inf
555_chr2,0.647273978,inf
555_chr3,-0.457059841,inf
555_chr4,1.256417648,inf
556_chr1,-0.331340364,inf
556_chr11,-2.132582608,inf
556_chr17,-1.467463819,inf
556_chr2,-1.498590646,inf
556_chr3,-2.286201828,inf
556_chr4,-1.911058321,inf
557_chr1,3.45623084,inf
557_chr11,1.608577099,inf
557_chr17,1.193763163,inf
557_chr2,2.296276097,inf
557_chr3,2.095568542,inf
557_chr4,1.198495349,inf
558_chr1,0.761403323,inf
558_chr11,0.805282624,inf
558_chr17,0.74587288,inf
558_chr2,1.031928285,inf
558_chr3,-0.39794719,inf
558_chr4,0.11657639,inf
559_chr1,2.363609997,inf
559_chr11,1.233748524,inf
559_chr17,2.162199163,inf
559_chr2,0.753376611,inf
559_chr3,0.418487719,inf
559_chr4,2.149237383,inf
56_chr1,-0.539590272,inf
56_chr11,-2.767107539,inf
56_chr17,-2.615119498,inf
56_chr2,-3.521531425,inf
56_chr3,-3.234762498,inf
56_chr4,-1.267678439,inf
560_chr1,0.776102674,inf
560_chr11,0.732931687,inf
560_chr17,0.469061912,inf
560_chr2,1.317980742,inf
560_chr3,0.51775198,inf
560_chr4,0.136085038,inf
561_chr1,-0.653530661,inf
561_chr11,-3.037210195,inf
561_chr17,-1.676891745,inf
561_chr2,-3.840000528,inf
561_chr3,-3.485420514,inf
561_chr4,-2.520567225,inf
563_chr1,1.795485951,inf
563_chr11,1.523239361,inf
563_chr17,2.096280071,inf
563_chr2,1.4076582,inf
563_chr3,1.605545318,inf
563_chr4,1.901367488,inf
564_chr1,-0.971267314,inf
564_chr11,-2.205738002,inf
564_chr17,-1.668383641,inf
564_chr2,-3.423111371,inf
564_chr3,-3.25232325,inf
564_chr4,-2.49150353,inf
565_chr1,1.483699516,inf
565_chr11,0.471731147,inf
565_chr17,0.775958971,inf
565_chr2,1.097823296,inf
565_chr3,0.199376963,inf
565_chr4,0.573091366,inf
566_chr1,-1.744642221,inf
566_chr11,-3.048889307,inf
566_chr17,-1.712578159,inf
566_chr2,-2.501525432,inf
566_chr3,-3.243881689,inf
566_chr4,-3.426968241,inf
567_chr1,-1.248973983,inf
567_chr11,-2.285331015,inf
567_chr17,-2.423391436,inf
567_chr2,-1.309560627,inf
567_chr3,-2.277364446,inf
567_chr4,-3.068030481,inf
568_chr1,-2.104630873,inf
568_chr11,-4.158989624,inf
568_chr17,-2.115005081,inf
568_chr2,-3.353795054,inf
568_chr3,-4.642886033,inf
568_chr4,-3.828104981,inf
569_chr1,-0.199660722,inf
569_chr11,-0.941360549,inf
569_chr17,-1.865148166,inf
569_chr2,-0.445409839,inf
569_chr3,-2.55117096,inf
569_chr4,-1.122880135,inf
57_chr1,0.959046294,inf
57_chr11,-1.526899125,inf
57_chr2,-1.056827005,inf
57_chr3,-1.379207559,inf
57_chr4,-1.428376715,inf
570_chr1,0.535623709,inf
570_chr11,-1.518428243,inf
570_chr17,-1.440339825,inf
570_chr2,-1.216952084,inf
570_chr3,-2.343962811,inf
570_chr4,-1.76978318,inf
571_chr1,-1.225127695,inf
571_chr11,-2.679908209,inf
571_chr17,-2.539107629,inf
571_chr2,-4.148916487,inf
571_chr3,-2.213338858,inf
571_chr4,-3.310868659,inf
572_chr1,-0.829255481,inf
572_chr11,-3.427713691,inf
572_chr17,-1.689905445,inf
572_chr2,-3.516501202,inf
572_chr3,-2.939805237,inf
572_chr4,-2.495408944,inf
573_chr1,-1.078585934,inf
573_chr11,-3.071005513,inf
573_chr17,-1.387060224,inf
573_chr2,-2.586127868,inf
573_chr3,-3.321782641,inf
573_chr4,-2.439838712,inf
574_chr1,-1.405092304,inf
574_chr11,-3.171896459,inf
574_chr17,-0.543695722,inf
574_chr2,-1.886482003,inf
574_chr3,-2.386628123,inf
574_chr4,-2.207053474,inf
575_chr1,-0.853026871,inf
575_chr11,-1.617060019,inf
575_chr17,-1.908730594,inf
575_chr2,-1.928881157,inf
575_chr3,-2.329294088,inf
575_chr4,-2.50332641,inf
576_chr1,1.575178161,inf
576_chr11,-0.034879436,inf
576_chr17,-1.102275356,inf
576_chr2,-1.610031003,inf
576_chr3,-0.559110098,inf
576_chr4,-0.467190277,inf
577_chr1,-1.74884562,inf
577_chr11,-2.41608051,inf
577_chr17,-1.850795374,inf
577_chr2,-2.125479768,inf
577_chr3,-2.458880838,inf
577_chr4,-2.934507329,inf
578_chr1,-1.122156294,inf
578_chr11,-2.823088341,inf
578_chr17,-1.299471846,inf
578_chr2,-2.36591976,inf
578_chr3,-3.074634446,inf
578_chr4,-2.109337573,inf
579_chr1,-0.91443832,inf
579_chr11,-3.049151008,inf
579_chr17,-0.642426546,inf
579_chr2,-2.290745775,inf
579_chr3,-3.130783685,inf
579_chr4,-1.968442346,inf
58_chr1,-0.482467182,inf
58_chr11,-0.951312457,inf
58_chr17,-1.613673246,inf
58_chr2,-2.568394632,inf
58_chr3,-1.350613226,inf
58_chr4,-0.873951957,inf
580_chr1,-2.187062179,inf
580_chr11,-4.190165776,inf
580_chr17,-1.372856764,inf
580_chr2,-3.741312484,inf
580_chr3,-3.10840251,inf
580_chr4,-2.98924122,inf
581_chr1,-0.786171728,inf
581_chr11,-2.835167979,inf
581_chr17,-2.235078954,inf
581_chr2,-3.734003156,inf
581_chr3,-2.124856955,inf
581_chr4,-1.503315813,inf
582_chr1,-2.081936388,inf
582_chr11,-2.903160618,inf
582_chr17,-2.195127726,inf
582_chr2,-2.685384825,inf
582_chr3,-2.44385709,inf
582_chr4,-3.190806077,inf
583_chr1,0.867098086,inf
583_chr11,0.32828545,inf
583_chr17,0.544686268,inf
583_chr2,-0.129496794,inf
583_chr3,-0.180878569,inf
583_chr4,0.690612941,inf
584_chr1,0.16851031,inf
584_chr11,-0.592476723,inf
584_chr17,0.438623993,inf
584_chr2,0.563980201,inf
584_chr3,-0.167668051,inf
584_chr4,-0.498698319,inf
585_chr1,1.014721427,inf
585_chr11,-0.061921467,inf
585_chr17,1.342988173,inf
585_chr2,0.757935657,inf
585_chr3,-0.261503151,inf
585_chr4,0.014523197,inf
586_chr1,-1.598791244,inf
586_chr11,-3.488889909,inf
586_chr17,-2.64191354,inf
586_chr2,-4.348833744,inf
586_chr3,-3.579137551,inf
586_chr4,-2.728809069,inf
587_chr1,-100,0.513667466
587_chr11,-2.838627961,inf
587_chr17,-100,-0.004609499
587_chr2,-2.393010449,inf
587_chr3,-2.967716274,inf
587_chr4,-3.165273617,inf
588_chr1,-0.883304731,inf
588_chr11,-3.057638482,inf
588_chr17,-100,-1.455251826
588_chr2,-3.00359973,inf
588_chr3,-3.673960967,inf
588_chr4,-2.900085453,inf
589_chr1,0.77372137,inf
589_chr11,-1.096526753,inf
589_chr17,-2.487542308,inf
589_chr2,-2.691223954,inf
589_chr3,-2.254722589,inf
589_chr4,-1.298225478,inf
590_chr1,-100,4.489820533
590_chr11,-100,3.126149985
590_chr17,2.95586212,inf
590_chr2,2.537779705,inf
590_chr3,2.711825665,inf
590_chr4,3.694876469,inf
591_chr1,2.356236995,inf
591_chr11,-100,5.637504079
591_chr17,-100,5.102279554
591_chr2,1.283542087,inf
591_chr3,-100,5.789238059
591_chr4,2.439261056,inf
592_chr1,-100,1.459532154
592_chr11,-3.123004145,inf
592_chr17,-100,0.713186635
592_chr2,-100,1.623961168
592_chr3,-100,1.816987012
592_chr4,-1.261709791,inf
593_chr1,3.593496789,inf
593_chr11,-100,6.122834643
593_chr17,2.356699195,inf
593_chr2,2.831225849,inf
593_chr3,2.166898937,inf
593_chr4,3.624654747,inf
594_chr1,0.37979448,inf
594_chr11,0.241578227,inf
594_chr17,-100,1.66853638
594_chr2,-0.241863844,inf
594_chr3,0.303029976,inf
594_chr4,-0.303632519,inf
596_chr1,-0.976402545,inf
596_chr11,-2.117309656,inf
596_chr17,-2.227760832,inf
596_chr2,-3.314867641,inf
596_chr3,-2.666170991,inf
596_chr4,-1.665053694,inf
597_chr1,-2.380157524,inf
597_chr11,-4.355227849,inf
597_chr17,-1.376774624,inf
597_chr2,-3.539179321,inf
597_chr3,-2.977093963,inf
597_chr4,-3.168144927,inf
598_chr1,0.871480377,inf
598_chr11,0.079972855,inf
598_chr17,0.838319834,inf
598_chr2,0.24414312,inf
598_chr3,-100,3.49828454
598_chr4,0.141088418,inf
599_chr1,-100,6.198034245
599_chr11,2.259010423,inf
599_chr17,-100,3.911753463
599_chr2,2.114750588,inf
599_chr3,2.328438909,inf
599_chr4,-100,4.385007608
6_chr1,-0.694428756,inf
6_chr11,-3.145234599,inf
6_chr17,-0.892319064,inf
6_chr2,-2.488706021,inf
6_chr3,-3.447566558,inf
6_chr4,-3.037112527,inf
60_chr1,-100,3.442607332
60_chr11,-100,2.133073029
60_chr17,-100,1.227712503
60_chr2,-100,1.840934332
60_chr3,-2.797798727,inf
60_chr4,-2.438998609,inf
601_chr1,0.759994289,inf
601_chr11,-1.435068643,inf
601_chr17,-1.879804058,inf
601_chr2,-1.718248148,inf
601_chr3,-1.883943468,inf
601_chr4,-1.516037353,inf
602_chr1,-0.513293436,inf
602_chr11,-2.74110661,inf
602_chr17,-2.160418518,inf
602_chr2,-0.752921702,inf
602_chr3,-2.461605016,inf
602_chr4,-2.708416883,inf
603_chr1,0.205529521,inf
603_chr11,-2.009362448,inf
603_chr17,-100,0.745614948
603_chr2,-2.237564257,inf
603_chr3,-2.027543956,inf
603_chr4,-100,0.640215513
61_chr1,-1.716812007,inf
61_chr11,-2.650344372,inf
61_chr17,-100,0.425547978
61_chr2,-100,0.948168612
61_chr3,-3.117611953,inf
61_chr4,-2.80165522,inf
62_chr1,0.36792467,inf
62_chr11,-1.41166992,inf
62_chr17,-2.796055612,inf
62_chr2,-2.944218451,inf
62_chr3,-2.914683267,inf
62_chr4,-1.393755266,inf
63_chr1,-1.92842533,inf
63_chr11,-100,2.148558137
63_chr17,-100,1.080520316
63_chr2,-2.946904689,inf
63_chr3,-3.014756293,inf
63_chr4,-3.7862682,inf
64_chr1,-100,2.123081001
64_chr11,-2.56118683,inf
64_chr17,-100,0.163634568
64_chr2,-2.615774354,inf
64_chr3,-2.035818749,inf
64_chr4,-2.122371126,inf
65_chr1,-0.047945903,inf
65_chr11,-1.999128844,inf
65_chr17,-1.568426077,inf
65_chr2,-1.759008049,inf
65_chr3,-1.996194254,inf
65_chr4,-0.464131452,inf
66_chr1,-0.355718543,inf
66_chr11,-1.533477107,inf
66_chr17,-100,1.534895378
66_chr2,-1.005220486,inf
66_chr3,-1.241885992,inf
66_chr4,-1.490505708,inf
67_chr1,-0.562252878,inf
67_chr11,-2.354026907,inf
67_chr17,-2.962449511,inf
67_chr2,-2.289026813,inf
67_chr3,-2.346408823,inf
67_chr4,-1.860916489,inf
68_chr1,-100,4.396894344
68_chr11,-100,2.062050373
68_chr17,-100,2.083822113
68_chr2,-100,3.365153674
68_chr3,-4.263592924,inf
68_chr4,-4.312070551,inf
69_chr1,-1.13460358,inf
69_chr11,-3.310844868,inf
69_chr17,-2.047147415,inf
69_chr2,-2.490972798,inf
69_chr3,-4.027854664,inf
69_chr4,-3.648460823,inf
7_chr1,-100,4.149908055
7_chr11,-3.12393426,inf
7_chr17,-1.690251969,inf
7_chr2,-100,4.402018495
7_chr3,-1.859068015,inf
7_chr4,-2.293674827,inf
70_chr1,-0.244812302,inf
70_chr11,-1.664944193,inf
70_chr17,-0.263587494,inf
70_chr2,-2.273108138,inf
70_chr3,-3.180467352,inf
70_chr4,-0.914101498,inf
72_chr1,-2.796452527,inf
72_chr11,-3.022184409,inf
72_chr17,-100,0.267388523
72_chr2,-2.304500197,inf
72_chr3,-2.97300863,inf
72_chr4,-2.215764191,inf
73_chr1,-2.859769148,inf
73_chr11,-1.651014274,inf
73_chr17,-2.262296318,inf
73_chr2,-2.297209482,inf
73_chr3,-2.958352472,inf
73_chr4,-2.235285602,inf
74_chr1,-1.850869227,inf
74_chr11,-4.000375947,inf
74_chr17,-1.904127389,inf
74_chr2,-3.872401737,inf
74_chr3,-4.438159815,inf
74_chr4,-3.685588224,inf
75_chr1,0.931257979,inf
75_chr11,-0.992416477,inf
75_chr17,-0.153127081,inf
75_chr2,-0.368193634,inf
75_chr3,-1.121454791,inf
75_chr4,-0.632484535,inf
76_chr1,-1.118038668,inf
76_chr11,-3.115994988,inf
76_chr17,-1.709641029,inf
76_chr2,-1.735043568,inf
76_chr3,-1.602389263,inf
76_chr4,-1.412334657,inf
77_chr1,0.189054758,inf
77_chr11,-100,-0.957763201
77_chr17,-100,0.100295514
77_chr2,-3.446133491,inf
77_chr3,-3.811772539,inf
77_chr4,-2.654912023,inf
78_chr1,-2.609056452,inf
78_chr11,-1.126952596,inf
78_chr17,-2.107005345,inf
78_chr2,-1.637316111,inf
78_chr3,-2.037477954,inf
78_chr4,-0.454512701,inf
79_chr11,-3.18024406,inf
79_chr17,-3.101936083,inf
79_chr2,-100,3.383752477
79_chr3,-2.801225897,inf
79_chr4,-4.102822334,inf
8_chr1,-0.552651314,inf
8_chr11,-100,3.171649781
8_chr17,-100,3.067962551
8_chr2,-100,0.937658965
8_chr3,-2.4373279,inf
8_chr4,-1.246506321,inf
80_chr1,-0.023668033,inf
80_chr11,-2.14744984,inf
80_chr17,-3.254426597,inf
80_chr2,-3.443299425,inf
80_chr3,-2.402750235,inf
80_chr4,-1.147683392,inf
81_chr1,0.003703729,inf
81_chr11,-100,3.779284908
81_chr17,-100,2.691796762
81_chr2,-100,1.751584226
81_chr3,-2.042581467,inf
81_chr4,-0.672767553,inf
82_chr1,-1.538409719,inf
82_chr11,-1.785064476,inf
82_chr17,-1.357349645,inf
82_chr2,-2.008613198,inf
82_chr3,-2.339274553,inf
82_chr4,-1.346062193,inf
83_chr1,-1.267814707,inf
83_chr11,-3.384841452,inf
83_chr17,-2.283919489,inf
83_chr2,-3.554616019,inf
83_chr3,-4.310084666,inf
83_chr4,-2.572242913,inf
84_chr1,-100,3.503442351
84_chr11,-2.948243013,inf
84_chr17,-100,0.141613805
84_chr2,-2.054055325,inf
84_chr3,-2.860556171,inf
84_chr4,-3.061180803,inf
85_chr1,-0.221390008,inf
85_chr11,-1.87493005,inf
85_chr17,-100,-1.134176531
85_chr2,-1.126821342,inf
85_chr3,-3.07726563,inf
85_chr4,-2.087908408,inf
86_chr1,-1.586406839,inf
86_chr11,-2.324602919,inf
86_chr17,-2.533688179,inf
86_chr2,-2.425414991,inf
86_chr3,-1.876160047,inf
86_chr4,-2.435079063,inf
87_chr1,-0.983249301,inf
87_chr11,-100,0.562072529
87_chr17,-100,0.141810105
87_chr2,-1.976356165,inf
87_chr3,-2.650526242,inf
87_chr4,-2.2039516,inf
88_chr1,-100,3.191843969
88_chr11,-1.169823848,inf
88_chr17,-1.549843704,inf
88_chr2,-100,0.704450706
88_chr3,-1.366907297,inf
88_chr4,-1.044067642,inf
89_chr1,-100,2.599519002
89_chr11,-1.56438371,inf
89_chr17,-100,0.213811324
89_chr2,-100,1.145417019
89_chr3,-1.637257886,inf
89_chr4,-1.039489688,inf
9_chr1,-100,2.669582203
9_chr11,-2.372405317,inf
9_chr17,0.0184204,inf
9_chr2,-100,4.168986991
9_chr3,-2.389680198,inf
9_chr4,-2.64848839,inf
91_chr1,-1.906200677,inf
91_chr11,-100,2.045067624
91_chr17,-100,2.373427693
91_chr2,-2.160096019,inf
91_chr3,-100,1.300359883
91_chr4,-2.271304802,inf
92_chr1,-2.25574563,inf
92_chr11,-100,0.708353761
92_chr17,-0.77999675,inf
92_chr2,-2.046410337,inf
92_chr3,-3.082535399,inf
92_chr4,-2.201477357,inf
93_chr1,-1.157318314,inf
93_chr11,-1.72236589,inf
93_chr17,-2.38632726,inf
93_chr2,-2.734523898,inf
93_chr3,-2.456199905,inf
93_chr4,-1.290688011,inf
94_chr1,-1.160274885,inf
94_chr11,-100,2.544965385
94_chr17,-100,2.561742681
94_chr2,-3.684106492,inf
94_chr3,-100,2.174777097
94_chr4,-100,1.705548924
95_chr1,-0.37870653,inf
95_chr11,-100,3.629274272
95_chr17,-100,3.027528794
95_chr2,-1.099079791,inf
95_chr3,-2.342816863,inf
95_chr4,-0.820684048,inf
96_chr1,-0.883283608,inf
96_chr11,-2.739785093,inf
96_chr17,-100,0.603479416
96_chr2,-100,1.399768805
96_chr3,-3.462153326,inf
96_chr4,-2.051099265,inf
97_chr1,-1.634135983,inf
97_chr11,-3.518855102,inf
97_chr17,-100,0.202892492
97_chr2,-3.709239368,inf
97_chr3,-4.201161769,inf
97_chr4,-2.962069526,inf
98_chr1,-2.242134402,inf
98_chr11,-2.453962935,inf
98_chr17,-1.859672424,inf
98_chr2,-3.303281415,inf
98_chr3,-1.861300546,inf
98_chr4,-2.040758586,inf
99_chr1,0.678819912,inf
99_chr11,-1.037464411,inf
99_chr17,-1.21410711,inf
99_chr2,-1.737206866,inf
99_chr3,-2.228280671,inf
99_chr4,-0.992503848,inf
