sequenceID,range_value,variance,sum_diff,length
H3K4me3_TDH_immune/samples/bcell/McGill0322/problems/chr2:21178113-33000000,62,8.720986397,11821887,576869
H3K4me3_TDH_immune/samples/bcell/McGill0322/problems/chr2:33200000-87000000,78,9.054443084,53800000,2937888
H3K4me3_TDH_immune/samples/bcell/McGill0322/problems/chr2:5118788-16279724,60,6.842038034,11160936,567919
H3K4me3_TDH_immune/samples/bcell/McGill0322/problems/chr2:95326171-109668000,73,9.234439868,14341829,779891
H3K4me3_TDH_immune/samples/bcell/McGill0322/problems/chr3:93504854-194041961,70,8.571227241,100537107,5616103
H3K4me3_TDH_immune/samples/bcell/McGill0322/problems/chr4:32840638-40296396,78,9.779836113,7455758,417946
H3K4me3_TDH_immune/samples/bcell/McGill0322/problems/chr4:68270000-75427379,76,7.867397841,7157379,393811
H3K4me3_TDH_immune/samples/bcell/McGill0322/problems/chr4:9324642-31820917,78,6.944210625,22496275,1257121
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:60000-17974675,122,10.83012836,17914675,924298
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,154,12.3540489,38508932,2027711
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:38150000-66400000,136,19.75394286,28250000,1678578
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr18:18521000-52059136,112,8.49244117,33538136,1819071
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr1:17175658-29878082,136,20.98819622,12702424,606885
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr1:30028082-91800000,152,13.96758765,61771918,3413011
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr2:21178113-33000000,151,17.68914479,11821887,634787
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr2:33200000-87000000,151,14.72758435,53800000,3112280
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr2:5118788-16279724,118,8.814231085,11160936,576117
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr2:95326171-109668000,146,11.75396856,14341829,773752
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr3:93504854-194041961,149,12.59896927,100537107,5799492
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr4:32840638-40296396,123,13.79744958,7455758,450440
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr4:68270000-75427379,105,10.56277191,7157379,409977
H3K4me3_TDH_immune/samples/monocyte/McGill0001/problems/chr4:9324642-31820917,124,8.546119273,22496275,1252493
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:60000-17974675,330,50.31666326,17914675,663006
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,396,57.28362008,38508932,1374843
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:38150000-66400000,376,108.6326617,28250000,1329313
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr18:18521000-52059136,278,28.83092276,33538136,1118019
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr1:17175658-29878082,357,103.4785154,12702424,567484
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr1:30028082-91800000,464,74.87359982,61771918,2458688
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr2:21178113-33000000,426,108.0922537,11821887,488079
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr2:33200000-87000000,468,86.63526813,53800000,2230289
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr2:5118788-16279724,399,39.96485035,11160936,394004
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr2:95326171-109668000,287,51.52066852,14341829,563903
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr3:93504854-194041961,449,68.50516885,100537107,3996219
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr4:32840638-40296396,410,89.27360377,7455758,309081
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr4:68270000-75427379,319,58.2163834,7157379,271960
H3K4me3_TDH_immune/samples/monocyte/McGill0002/problems/chr4:9324642-31820917,397,32.35192968,22496275,764691
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr10:60000-17974675,420,29.86009297,17914675,340187
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr11:96437584-134946516,362,31.97253375,38508932,773064
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr12:38150000-66400000,414,55.30904144,28250000,740341
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr18:18521000-52059136,369,19.08990351,33538136,668414
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr1:17175658-29878082,325,32.52126285,12702424,184113
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr1:30028082-91800000,507,34.2189707,61771918,1271684
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr2:21178113-33000000,537,50.96892815,11821887,232656
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr2:33200000-87000000,514,46.06764285,53800000,1225632
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr2:5118788-16279724,272,20.66688728,11160936,226099
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr2:95326171-109668000,248,26.08751758,14341829,303564
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr3:93504854-194041961,536,41.15927972,100537107,2429006
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr4:32840638-40296396,322,45.17539541,7455758,179249
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr4:68270000-75427379,257,33.17912391,7157379,168706
H3K4me3_TDH_immune/samples/monocyte/McGill0058/problems/chr4:9324642-31820917,300,23.45616791,22496275,504171
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:60000-17974675,1084,320.9989128,17914675,288509
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,1341,401.4278902,38508932,588620
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr12:38150000-66400000,1357,912.4923804,28250000,680274
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr18:18521000-52059136,1111,203.8520607,33538136,394892
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr1:17175658-29878082,1747,971.3083419,12702424,381150
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr1:30028082-91800000,1346,532.1716552,61771918,1101295
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr2:21178113-33000000,1065,717.0830807,11821887,227034
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr2:33200000-87000000,1500,542.0386135,53800000,939635
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr2:5118788-16279724,925,231.9777494,11160936,162007
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr2:95326171-109668000,897,353.7352466,14341829,252778
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr3:93504854-194041961,1463,384.0751638,100537107,1493910
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr4:32840638-40296396,903,327.1738248,7455758,114251
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr4:68270000-75427379,1023,232.9842902,7157379,87557
H3K4me3_TDH_immune/samples/monocyte/McGill0079/problems/chr4:9324642-31820917,1027,153.708591,22496275,251554
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr10:60000-17974675,234,17.80902343,17914675,296691
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr11:96437584-134946516,223,19.24180057,38508932,645208
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr12:38150000-66400000,266,33.51723124,28250000,642917
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr18:18521000-52059136,189,14.014716,33538136,565212
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr1:17175658-29878082,209,26.18972735,12702424,196821
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr1:30028082-91800000,288,23.68026962,61771918,1112294
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr2:21178113-33000000,241,28.23503912,11821887,197457
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr2:33200000-87000000,330,26.27904827,53800000,1011469
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr2:5118788-16279724,264,15.32857033,11160936,185935
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr2:95326171-109668000,190,18.87783176,14341829,266755
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr3:93504854-194041961,358,22.90041776,100537107,1887771
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr4:32840638-40296396,177,21.91500718,7455758,134983
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr4:68270000-75427379,176,17.74408178,7157379,123696
H3K4me3_TDH_immune/samples/monocyte/McGill0101/problems/chr4:9324642-31820917,233,14.26616698,22496275,406524
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr10:60000-17974675,178,12.39279607,17914675,436572
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr11:96437584-134946516,176,12.76201599,38508932,962332
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr12:38150000-66400000,183,23.74767818,28250000,886632
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr18:18521000-52059136,152,9.059551532,33538136,849867
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr1:17175658-29878082,167,23.09383815,12702424,299954
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr1:30028082-91800000,194,16.02139147,61771918,1636293
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr2:21178113-33000000,195,19.60218652,11821887,291692
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr2:33200000-87000000,213,17.04083288,53800000,1473439
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr2:5118788-16279724,153,9.318665735,11160936,270441
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr2:95326171-109668000,159,13.11067672,14341829,384817
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr3:93504854-194041961,186,13.99385939,100537107,2707462
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr4:32840638-40296396,143,13.83848961,7455758,195992
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr4:68270000-75427379,177,10.78902787,7157379,182309
H3K4me3_TDH_immune/samples/monocyte/McGill0104/problems/chr4:9324642-31820917,168,8.584368956,22496275,588677
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr10:60000-17974675,54,5.862855664,17914675,830952
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr11:96437584-134946516,74,6.145062019,38508932,1820531
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr12:38150000-66400000,57,7.139069413,28250000,1454009
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr18:18521000-52059136,46,5.079826007,33538136,1663115
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr1:17175658-29878082,52,6.514301025,12702424,480709
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr1:30028082-91800000,66,6.002851679,61771918,2952382
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr2:21178113-33000000,52,5.734461172,11821887,536654
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr2:33200000-87000000,78,6.081388968,53800000,2754437
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr2:5118788-16279724,47,5.019122986,11160936,508085
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr2:95326171-109668000,53,6.10850911,14341829,696065
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr3:93504854-194041961,71,6.023184486,100537107,5290442
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr4:32840638-40296396,67,7.061656571,7455758,422807
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr4:68270000-75427379,52,5.487981505,7157379,378221
H3K4me3_TDH_immune/samples/tcell/McGill0004/problems/chr4:9324642-31820917,50,5.014999749,22496275,1145523
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr10:60000-17974675,160,26.53233978,17914675,1005149
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr11:96437584-134946516,175,26.19244015,38508932,2056906
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr12:38150000-66400000,167,41.21828765,28250000,1708318
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr18:18521000-52059136,157,14.12868385,33538136,1746772
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr1:17175658-29878082,197,49.2182336,12702424,729249
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr1:30028082-91800000,170,26.87951103,61771918,3383556
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr2:21178113-33000000,165,29.14741302,11821887,650256
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr2:33200000-87000000,185,25.59831966,53800000,3017687
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr2:5118788-16279724,141,17.16897575,11160936,588553
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr2:95326171-109668000,149,27.43727294,14341829,838095
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr3:93504854-194041961,214,21.28586042,100537107,5557375
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr4:32840638-40296396,172,28.54796207,7455758,437760
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr4:68270000-75427379,138,13.85327986,7157379,371946
H3K4me3_TDH_immune/samples/tcell/McGill0005/problems/chr4:9324642-31820917,169,11.32875399,22496275,1156059
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr10:60000-17974675,41,6.469170865,17914675,851852
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr11:96437584-134946516,49,6.661525064,38508932,1869155
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr12:38150000-66400000,51,7.247067216,28250000,1443396
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr18:18521000-52059136,42,6.585722754,33538136,1701110
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr1:17175658-29878082,50,6.127730536,12702424,509180
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr1:30028082-91800000,73,6.704906256,61771918,3030897
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr2:21178113-33000000,44,6.444129969,11821887,555792
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr2:33200000-87000000,48,6.939004369,53800000,2768372
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr2:5118788-16279724,36,6.317984781,11160936,531161
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr2:95326171-109668000,38,6.884895649,14341829,706951
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr3:93504854-194041961,53,6.966728314,100537107,5260143
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr4:32840638-40296396,53,7.438927592,7455758,408403
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr4:68270000-75427379,32,6.948536338,7157379,371568
H3K4me3_TDH_immune/samples/tcell/McGill0006/problems/chr4:9324642-31820917,54,6.674163731,22496275,1170694
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr10:60000-17974675,78,6.36424203,17914675,749257
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr11:96437584-134946516,72,6.387452543,38508932,1604858
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr12:38150000-66400000,75,7.870193268,28250000,1295979
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr18:18521000-52059136,57,4.902953553,33538136,1416408
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr1:17175658-29878082,77,8.390418376,12702424,478759
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr1:30028082-91800000,73,6.305776404,61771918,2606448
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr2:21178113-33000000,53,6.172206983,11821887,485090
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr2:33200000-87000000,71,6.285387047,53800000,2384922
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr2:5118788-16279724,59,4.915069165,11160936,447710
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr2:95326171-109668000,52,6.273761357,14341829,622115
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr3:93504854-194041961,80,6.037304855,100537107,4534699
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr4:32840638-40296396,66,7.311963936,7455758,357614
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr4:68270000-75427379,52,5.257603832,7157379,312737
H3K4me3_TDH_immune/samples/tcell/McGill0007/problems/chr4:9324642-31820917,63,4.65992417,22496275,967977
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr10:60000-17974675,153,17.53169329,17914675,859428
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr11:96437584-134946516,171,18.87021747,38508932,1749881
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr12:38150000-66400000,174,31.70205265,28250000,1498108
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr18:18521000-52059136,174,9.7658119,33538136,1439280
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr1:17175658-29878082,170,39.09518701,12702424,638211
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr1:30028082-91800000,181,19.43055483,61771918,2869774
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr2:21178113-33000000,148,21.57659297,11821887,561395
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr2:33200000-87000000,175,18.74175746,53800000,2572783
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr2:5118788-16279724,133,10.61249852,11160936,491281
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr2:95326171-109668000,168,19.1200094,14341829,713049
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr3:93504854-194041961,174,15.44571168,100537107,4822692
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr4:32840638-40296396,138,19.80099238,7455758,377887
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr4:68270000-75427379,135,10.46314505,7157379,321791
H3K4me3_TDH_immune/samples/tcell/McGill0008/problems/chr4:9324642-31820917,140,7.76182663,22496275,974046
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr10:60000-17974675,118,14.02457345,17914675,853237
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr11:96437584-134946516,134,14.78603997,38508932,1758559
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr12:38150000-66400000,138,23.67415248,28250000,1510280
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr18:18521000-52059136,117,7.80533847,33538136,1467543
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr1:17175658-29878082,175,27.55064946,12702424,610423
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr1:30028082-91800000,126,14.65139052,61771918,2862743
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr2:21178113-33000000,115,16.10691341,11821887,557632
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr2:33200000-87000000,142,14.52472591,53800000,2620683
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr2:5118788-16279724,104,8.628732925,11160936,493164
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr2:95326171-109668000,118,14.59776236,14341829,712871
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr3:93504854-194041961,137,12.43709253,100537107,4934161
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr4:32840638-40296396,140,17.11855362,7455758,390245
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr4:68270000-75427379,110,8.886004915,7157379,332442
H3K4me3_TDH_immune/samples/tcell/McGill0009/problems/chr4:9324642-31820917,117,6.65996452,22496275,998868
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr10:60000-17974675,54,5.17941253,17914675,760109
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr11:96437584-134946516,57,5.235555013,38508932,1604267
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr12:38150000-66400000,56,6.05078138,28250000,1353475
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr18:18521000-52059136,47,4.339305125,33538136,1450276
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr1:17175658-29878082,49,5.056838705,12702424,411914
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr1:30028082-91800000,56,5.114021459,61771918,2649893
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr2:21178113-33000000,40,4.952658593,11821887,487243
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr2:33200000-87000000,60,5.236443864,53800000,2495315
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr2:5118788-16279724,33,4.433196391,11160936,459796
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr2:95326171-109668000,45,5.283270103,14341829,621824
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr3:93504854-194041961,61,5.458132239,100537107,4926093
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr4:32840638-40296396,71,6.450491527,7455758,396918
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr4:68270000-75427379,45,5.047017377,7157379,350421
H3K4me3_TDH_immune/samples/tcell/McGill0010/problems/chr4:9324642-31820917,74,4.436677347,22496275,1022088
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr10:60000-17974675,119,11.23997797,17914675,768156
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr11:96437584-134946516,124,12.1719819,38508932,1622169
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr12:38150000-66400000,128,19.20996476,28250000,1283137
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr18:18521000-52059136,131,7.381078263,33538136,1355015
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr1:17175658-29878082,141,25.2974987,12702424,596202
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr1:30028082-91800000,155,12.99419143,61771918,2624738
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr2:21178113-33000000,121,13.81552857,11821887,505320
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr2:33200000-87000000,138,11.94450593,53800000,2288638
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr2:5118788-16279724,121,8.510483429,11160936,457660
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr2:95326171-109668000,128,12.69780559,14341829,642394
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr3:93504854-194041961,148,9.763960489,100537107,4174939
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr4:32840638-40296396,165,11.18097631,7455758,318892
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr4:68270000-75427379,114,6.964483795,7157379,276308
H3K4me3_TDH_immune/samples/tcell/McGill0011/problems/chr4:9324642-31820917,128,5.95730747,22496275,902227
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr10:60000-17974675,186,20.49170569,17914675,673911
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr11:96437584-134946516,201,20.71131372,38508932,1388553
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr12:38150000-66400000,145,26.16502463,28250000,1178491
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr18:18521000-52059136,109,13.66129385,33538136,1191891
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr1:17175658-29878082,139,23.43687733,12702424,427609
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr1:30028082-91800000,152,19.43638267,61771918,2281139
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr2:21178113-33000000,127,18.02537751,11821887,430675
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr2:33200000-87000000,197,19.87802586,53800000,2105585
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr2:5118788-16279724,108,14.1175145,11160936,390065
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr2:95326171-109668000,125,19.49621645,14341829,560451
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr3:93504854-194041961,145,19.20497635,100537107,4019793
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr4:32840638-40296396,161,25.48725539,7455758,323920
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr4:68270000-75427379,116,16.6716401,7157379,280608
H3K4me3_TDH_immune/samples/tcell/McGill0024/problems/chr4:9324642-31820917,160,13.3873818,22496275,817472
H3K4me3_TDH_immune/samples/tcell/McGill0025/problems/chr10:60000-17974675,68,8.889220047,17914675,1266251
H3K4me3_TDH_immune/samples/tcell/McGill0025/problems/chr11:96437584-134946516,84,9.641725975,38508932,2823746
H3K4me3_TDH_immune/samples/tcell/McGill0025/problems/chr12:38150000-66400000,73,11.29803731,28250000,2149180
H3K4me3_TDH_immune/samples/tcell/McGill0025/problems/chr18:18521000-52059136,74,7.878679649,33538136,2567394
H3K4me3_TDH_immune/samples/tcell/McGill0025/problems/chr1:17175658-29878082,75,11.09949725,12702424,770955
H3K4me3_TDH_immune/samples/tcell/McGill0025/problems/chr1:30028082-91800000,71,9.421451514,61771918,4537992
H3K4me3_TDH_immune/samples/tcell/McGill0025/problems/chr2:21178113-33000000,65,9.135668302,11821887,822739
H3K4me3_TDH_immune/samples/tcell/McGill0025/problems/chr2:33200000-87000000,81,9.334418754,53800000,4132776
H3K4me3_TDH_immune/samples/tcell/McGill0025/problems/chr2:5118788-16279724,58,7.746928766,11160936,784021
H3K4me3_TDH_immune/samples/tcell/McGill0025/problems/chr2:95326171-109668000,77,9.466058728,14341829,1059753
H3K4me3_TDH_immune/samples/tcell/McGill0025/problems/chr3:93504854-194041961,82,8.954631261,100537107,7806082
H3K4me3_TDH_immune/samples/tcell/McGill0025/problems/chr4:32840638-40296396,80,10.57285924,7455758,609763
H3K4me3_TDH_immune/samples/tcell/McGill0025/problems/chr4:68270000-75427379,67,8.415534382,7157379,551343
H3K4me3_TDH_immune/samples/tcell/McGill0025/problems/chr4:9324642-31820917,86,7.761040641,22496275,1759320
H3K4me3_TDH_immune/samples/tcell/McGill0026/problems/chr10:60000-17974675,37,3.469340183,17914675,663914
H3K4me3_TDH_immune/samples/tcell/McGill0026/problems/chr11:96437584-134946516,53,3.535591384,38508932,1408173
H3K4me3_TDH_immune/samples/tcell/McGill0026/problems/chr12:38150000-66400000,41,4.150316606,28250000,1136367
H3K4me3_TDH_immune/samples/tcell/McGill0026/problems/chr18:18521000-52059136,38,3.140718754,33538136,1247817
H3K4me3_TDH_immune/samples/tcell/McGill0026/problems/chr1:17175658-29878082,42,4.178505059,12702424,431168
H3K4me3_TDH_immune/samples/tcell/McGill0026/problems/chr1:30028082-91800000,49,3.591798699,61771918,2315738
H3K4me3_TDH_immune/samples/tcell/McGill0026/problems/chr2:21178113-33000000,36,3.568875677,11821887,433803
H3K4me3_TDH_immune/samples/tcell/McGill0026/problems/chr2:33200000-87000000,45,3.606066761,53800000,2099599
H3K4me3_TDH_immune/samples/tcell/McGill0026/problems/chr2:5118788-16279724,32,3.147413783,11160936,404481
H3K4me3_TDH_immune/samples/tcell/McGill0026/problems/chr2:95326171-109668000,37,3.650860714,14341829,542397
